"id_citation1","study_id","citation_line"
"423","433","Budy, P., Luecke, C. & O'Brien, J. “Zooplankton density for lake samples collected near Toolik Lake Arctic LTER in the summers between 1993-2002”. Arctic Long-Term Ecological Research.  Available at: http://arc-lter.ecosystems.mbl.edu/1993-2002arcticlterzoops, accessed 2016."
"424","434","McKnight, D., Priscu, J., Keeley, E. & Tursich, N. “Summer Phytoplankton Densities 1992-2001”. McMurdo Dry Valleys LTER. Available at: http://mcm.lternet.edu/content/summer-phytoplankton-densities-1992-2001, accessed 2016."
"425","435","Steinberg, D. (2017) Zooplankton collected with a 2-m, 700-um net towed from surface to 120 m, aboard Palmer Station Antarctica LTER annual cruises off the western antarctic peninsula, 2009 - 2016. Environmental Data Initiative. Available at: http://dx.doi.org/10.6073/pasta/fb658789188724be5f27c81a634647d5, accessed 2017."
"426","436","Hoey, A. “Karimunjawa WCS fish data”. Accessed 2016."
"427","437","Hoey, A. “Aceh WCS fish 2010-16”. Accessed 2016."
"428","438","Hoey, A. “Aceh WCS fish surveys”. Accessed 2016."
"429","439","Zakharov, V. D. (1998) Biodiversity of bird population of terrestrial habitats in Southern Ural. Miass: IGZ, Ural Branch of Russian Academy of Sciences,158 p."
"430","440","Zakharov, V. D. (1998) Biodiversity of bird population of terrestrial habitats in Southern Ural. Miass: IGZ, Ural Branch of Russian Academy of Sciences,158 p."
"431","441","Zakharov, V. D. (1998) Biodiversity of bird population of terrestrial habitats in Southern Ural. Miass: IGZ, Ural Branch of Russian Academy of Sciences,158 p."
"432","442","Berezovikov, N.N. (2004) The birds of settlements in Markakol Depression (Southern Altai). Russian Ornithological Journal, 249, 3-15."
"433","443","Berezovikov, N.N. (2004) The birds of settlements in Markakol Depression (Southern Altai). Russian Ornithological Journal, 249, 3-15."
"434","444","Melnikov, Y. I., Melnikova, N. & Pronkevich, V. V. (2000) Migration of birds of prey in the mouth of the river Irkut. Russian Ornithological Journal, 108, 3–17."
"435","445","Krivenko, V. G. (1991) Waterfowl and their protection. Moscow, Agropromizdat Publishers, 271 p."
"436","446","Jalilov, A. B., Andreychev, A. V. & Kuznetsov, V. A. (2014) Monitoring and conservation of medium and large mammals in Chamzinsky District of the Republic of Mordovia.Vestnik of Lobachevsky University of Nizhni Novgorod, 4 (1), 222–227."
"437","447","Nedosekin, V. Y. (2015) Long-term dynamics of the population and the quantity of small mammals under conditions of the reserve ""Galichya Gora"". Proceedings of National Nature Reserve Prisursky, 30, 87–90."
"438","448","Malyshev, Y. S. (2011) On the diagnostic techniques of ranks of the number dynamics cycles of small mammals. Baikal Zoological Journal, 1 (6), 92–106."
"439","449","Sheftel, B. I., Samiya, R., Aleksandrov, D.Y., Tserendavaa, R., Tamir, M. & Mühlenberg, M. (2010) Population dynamics of small mammals at Western Khentey during ten years. Proceedings of the international conference Ecological consequences of biosphere processes in the ecotone zone of southern Siberia, vol. I. Oral reports, 230–233."
"440","450","Gavrilov, G. M. & Glebov, I. A. (2013) The composition and community structure of benthic fish in the economic zone of Russia Bering sea on the results of studies of “TINRO centr?” in 2005-2012 years. Modern problems of science and education, 11, 37–49."
"441","451","Gavrilov, G. M. & Glebov, I. A. (2013) The composition and community structure of benthic fish in the economic zone of Russia Bering sea on the results of studies of “TINRO centr?” in 2005-2012 years. Modern problems of science and education, 11, 37–49."
"442","452","Khoruzhiy, A. A. & Naydenko, S. V. (2014) Species structure and year-to-year dynamics of nekton biomass in the upper epipelagic layer of the Pacific waters at Kuril Islands in summer periods of the 2000s. Izv. TINRO, 176, 16–36."
"443","453","Fefilova, E. B., Baturina, M. A., Kononova, O. N., Loskutova, O. A., Khokhlova, L. G. & Dubovskaya, O. P. (2014) Long-Term Changes of Aquatic Communities in the Kharbeyskie Lakes. Journal of Siberian Federal University. Biology, 3 240–266."
"444","454","Lancaster, L. T. & Fitt, R. “unpublished Damselfly abundance data”, University of Aberdeen. Accessed 2016."
"445","455","Tkachenko, K. S., Wu, B.-J., Fang, L.-S. & Fan, T.-Y. (2007) Dynamics of a coral reef community after mass mortality of branching Acropora corals and an outbreak of anemones. Marine Biology, 151, 185–194."
"446","456","Kuo, C.-Y. “unpublished data from a tropical coral reef in Taiwan”. Accessed 2016."
"447","457","Kuo, C.-Y. “Scleractinian Coral Dataset”, ARC Centre of Excellence for Coral Reef Studies, James Cook University, Australia. Accessed 2016."
"448","458","Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
"449","458","Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757."
"450","458","Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
"451","459","Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
"452","459","Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757."
"453","459","Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
"454","460","Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
"455","460","Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757."
"456","460","Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
"457","461","Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
"458","461","Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757."
"459","461","Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
"460","462","Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
"461","462","Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757."
"462","462","Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
"463","463","Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
"464","463","Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757."
"465","463","Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
"466","464","Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
"467","464","Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757."
"468","464","Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
"469","465","Thorn, S., Bässler, C., Bernhardt-Römermann, M., Cadotte, M., Heibl, C., Schäfer, H., Seibold, S. & Müller, J. (2016) Changes in the dominant assembly mechanism drive species loss caused by declining resources. Ecology Letters, 19, 163–170."
"470","465","Thorn, S., Bässler, C., Gottschalk, T., Hothorn, T., Bussler, H., Raffa, K. & Müller, J. (2014) New insights into the consequences of post-windthrow salvage logging revealed by functional structure of saproxylic beetles assemblages. PLoS ONE, 9, e101757."
"471","465","Thorn, S., Werner, S. A., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P. & Müller, J. (2016) Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species. Ecological Indicators, 65, 142–148."
"472","466","Neat, F. & Campbell, N. (2011) Demersal fish diversity of the isolated Rockall plateau compared with the adjacent west coast shelf of Scotland. Biological Journal of the Linnean Society, 104, 138–147. doi:10.1111/j.1095-8312.2011.01699.x."
"473","467","Pombo, L. & Rebelo, J. E. (2002) Spatial and temporal organization of a coastal lagoon fish community-Ria de Aveiro, Portugal. Cybium, 26(3), 185–196."
"474","467","Pombo, L., Elliott, M. I. & Rebelo, J. E. (2005) Environmental influences on fish assemblage distribution of an estuarine coastal lagoon, Ria de Aveiro (Portugal). Scientia Marina, 69(1), 143–159."
"475","467","Pombo, L., Rebelo, J. E. & Elliott, M. (2007) The structure, diversity and somatic production of the fish community in an estuarine coastal lagoon, Ria de Aveiro (Portugal). Hydrobiologia, 587(1), 253–268."
"476","467","Rebelo, J. E. (1992) The ichthyofauna and abiotic hydrological environment of the Ria de Aveiro, Portugal. Estuaries, 15(3), 403–413."
"477","468","Kenner, M. C., Estes, J. A., Tinker, M. T., Bodkin, J. L., Cowen, R. K., Harrold, C., Hatfield, B. B., Novak, M., Rassweiler, A. & Reed, D. C. (2013) A multi-decade time series of kelp forest community structure at San Nicolas Island, California (USA). Ecology, 94, 2654. http://dx.doi.org/10.1890/13-0561R.1."
"478","469","Kushner, D. J., Rassweiler, A., McLaughlin, J. P. & Lafferty, K. D. (2013). A multi-decade time series of kelp forest community structure at the California Channel Islands. Ecology, 94, 2655. http://dx.doi.org/10.1890/13-0562.1."
"479","471","Muldavin, E. & Collins, S. (2003) Prescribed Burn Effect on Chihuahuan Desert Grasses and Shrubs at the Sevilleta National Wildlife Refuge, New Mexico: Species Composition Study 2004 to present. Sevilleta LTER. Available at: http://sev.lternet.edu/data/sev-166, accessed 2016."
"480","473","Anderson, J., Vermeire, L. & Adler, P.B. (2011) Fourteen years of mapped, permanent quadrats in a northern mixed prairie, USA. Ecology, 92, 1703-1703."
"481","475","Hogstad, O. (1993) Structure and dynamics of a passerine bird community in a spruce-dominated boreal forest. A 12-year study. Annales Zoologici Fennici, 30, 43-54."
"482","476","Richardson, B.A. (1999) The bromeliad microcosm and the assessment of faunal diversity in a neotropical forest. Biotropica, 31, 321-336."
"483","477","Douglass, J.G., France, K.E., Richardson, J.P. & Duffy, J.E. (2010) Seasonal and interannual change in a Chesapeake Bay eelgrass community: Insights into biotic and abiotic control of community structure. Limnology and Oceanography, 55, 1499–1520."
"484","477","Lefcheck, J. S. (2015) The use of functional traits to elucidate the causes and consequences of biological diversity. The College of William & Mary, PhD thesis. Available at: http://gradworks.umi.com/36/62/3662989.html, accessed 2016."
"485","478","Wagner, R., Marxsen, J., Zwick, P. & Cox, E. J. (2011) Central European Stream Ecosystems: The Long Term Study of the Breitenbach. John Wiley & Sons."
"486","479","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
"487","479","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
"488","479","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457."
"489","479","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452."
"490","479","Rinnan, R., Stark, S. & Tolvanen, A. (2009) Responses of vegetation and soil microbial communities to warming and simulated herbivory in a subarctic heath. Journal of Ecology, 97, 788–800."
"491","479","Ylänne, H., Stark, S. & Tolvanen, A. (2015) Vegetation shift from deciduous to evergreen dwarf shrubs in response to selective herbivory offsets carbon losses: evidence from 19 years of warming and simulated herbivory in the subarctic tundra. Global Change Biology, 21, 3696–3711."
"492","480","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
"493","480","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
"494","480","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457."
"495","480","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452."
"496","481","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
"497","481","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
"498","481","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457."
"499","481","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452."
"500","482","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
"501","482","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
"502","482","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457."
"503","482","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452."
"504","483","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
"505","483","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
"506","483","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457."
"507","483","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452."
"508","484","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
"509","484","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
"510","484","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457."
"511","484","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452."
"512","484","Hollister, R.D., May, J.L., Kremers, K.S., Tweedie, C.E., Oberbauer, S.F., Liebig, J.A., Botting, T.F., Barrett, R.T. & Gregory, J.L. (2015) Warming experiments elucidate the drivers of observed directional changes in tundra vegetation. Ecology and Evolution, 5, 1881–1895."
"513","485","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
"514","485","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
"515","485","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457."
"516","485","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452."
"517","486","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
"518","486","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
"519","486","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457."
"520","486","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452."
"521","487","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
"522","487","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
"523","487","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457."
"524","487","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452."
"525","488","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
"526","488","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
"527","488","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457."
"528","488","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452."
"529","489","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
"530","489","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
"531","489","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457."
"532","489","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452."
"533","490","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
"534","490","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
"535","490","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Boulanger-Lapointe, N., Cooper, E.J., Cornelissen, J.H., Day, T.A., Dorrepaal, E. & Elumeeva, T.G. (2012b) Plot-scale evidence of tundra vegetation change and links to recent summer warming. Nature Climate Change, 2, 453–457."
"536","490","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Fosaa, A.M., Gould, W.A., Hermanutz, L., Hofgaard, A., Jónsdóttir, I.S., Jorgenson, J.C. & Lévesque, E. (2015) Experiment, monitoring, and gradient methods used to infer climate change effects on plant communities yield consistent patterns. Proceedings of the National Academy of Sciences, 112, 448–452."
"537","491","Elmendorf, S.C. (2012) Global Tundra Vegetation Change –30 years of plant abundance data from unmanipulated and experimentally-warmed plots. Available at: http://www.polardata.ca, accessed 2017. CCIN reference number 10786."
"538","491","Elmendorf, S.C., Henry, G.H., Hollister, R.D., Björk, R.G., Bjorkman, A.D., Callaghan, T.V., Collier, L.S., Cooper, E.J., Cornelissen, J.H. & Day, T.A. (2012a) Global assessment of experimental climate warming on tundra vegetation: heterogeneity over space and time. Ecology letters, 15, 164–175."
