SURVEY	YEAR	MONTH	DATE	SITE	BLOCK	TREATMENT	PLOT	REBAR	NIGHT	SPECIES	CAPTURE	SEX	CONDITION	AGE	LEFT_HIND_FOOT	LEFT_TAG	ORIGINAL_TAG	ID	MARKS	WEIGHT	notes
22	2012	November	6-Nov-12	SOUTH	1	OPEN	S1OPEN	7F	1	Gero	R	M	S	A	39	2949/2950	2949/2950	3076	0	115	
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	1D	2	Croc 	C	M	S	A					1	7.6	
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	1E	2	Gero	R	M	S	A	38	2835/1505	1569/1505	2246	0	120	Left tag replaced
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	1F	2	UMus	R								1		
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	1G	2	Acpe	R								1		
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	2D	2	Aehi	R										Escaped
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	2F	2	UMus	C	M	N	A	13				1	5.4	
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	3C	2	Gero	R	F	N	A	38	2889/2890	2889/2890	3599	0	77	
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	3D	2	Same	R					2887/2888	2887/2888	3598	0		
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	3G	2	Same	R					2681/2682	2681/2687	3382	0		
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	4B	2	UMus	C	M	S	A	13				1	8.1	
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	4C	2	Aehi	R					2456/2259	2256/2257	2987	0		
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	4D	2	Aehi	R	M	S	A		2818/2819	2818/2819	3574	0	130	
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	4E	2	Same	R					2914/2876	2914/2915	3060	0		
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	4F	2	UMus	C	M	S	A	13				1	6.1	
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	4G	2	UMus	C	M	N	A	12				1	5.7	
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	5C	2	Arni	R	F	N	A		2669/2670	2669/2670	3377	0	64	
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	5E	2	Croc 	R								1		
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	5F	2	Gero	R	F	N	A	39	2082/2831	2082/2083	2959	0	105	Right tag replaced
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	5G	2	UMus	R								1		
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	6A	2	Same	R					2820/2821	2820/2821	3575	0		
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	6B	2	UMus	C	M	S	A	12				1	6.7	
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	6D	2	Aehi	C	M	S	A		2836/2852	2836/2852	3816	0	81	
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	6F	2	Aehi	R	F	L	A		2471/2460	2471/2460	3315	0	120	
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	6G	2	Same	R					2928/2891	2254/2255	2986	0		Cold
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	7A	2	Gero	R					2828/2829	2828/2829	3813	0		
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	7C	2	Gero	R					2949/2950	2949/2950	3076	0		
22	2012	November	7-Nov-12	SOUTH	1	OPEN	S1OPEN	7F	2	Aehi	R	M	N	A		2053/2054	2053/2054	3540	0	56	
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	1C	3	Gero	R					2889/2890	2889/2890	3599	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	1D	3	Zehi	C	M	N	A		2879/2880	2879/2880	3836	0	44	
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	1F	3	Gero	R					2884/2913	2912/2913	3059	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	2D	3	Acpe	R								1		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	2F	3	Croc 	R								1		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	2G	3	Aehi	C										Dead
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	2G	3	Aehi	C	F	L	A		2877/2878	2877/2878	3835	0	110	
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	3B	3	Same	R					2887/2888	2887/2888	3598	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	3C	3	Gero	R					2082/2831	2082/2083	2959	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	3G	3	Same	R					2681/2682	2681/2687	3382	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	4A	3	Aehi	R					2456/2259	2256/2257	2987	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	4C	3	Aehi	R					2818/2819	2818/2819	3574	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	4E	3	Same	R					2914/2876	2914/2915	3060	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	4F	3	Aehi	R					2828/2829	2828/2829	3579	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	4G	3	Same	R					2928/2891	2254/2255	2986	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	5E	3	Same	R	M	S	A		2947/2948	2947/2948	3075	0	82	
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	5G	3	Aehi	R					2836/2852	2836/2852	3816	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	6A	3	Same	R					2820/2821	2820/2821	3575	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	6B	3	Gero	R					2828/2829	2828/2829	3813	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	6E	3	Aehi	C	M	N	J		2825/2900	2825/2900	3811	0	20	
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	7B	3	Gero	R					2949/2950	2949/2950	3076	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	7C	3	Gero	R					2835/1505	1569/1505	2246	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	7D	3	Aehi	R					2471/2460	2471/2460	3315	0		
22	2012	November	8-Nov-12	SOUTH	1	OPEN	S1OPEN	7F	3	Gero	R					B1 795/2905	B1 795/B1 729	2377	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	1C	4	Gero	R					B1 795/2905	B1 795/B1 729	2377	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	1D	4	Acke	C	M	S	A					1	37	
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	1E	4	Gero	R					2884/2913	2912/2913	3059	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	1F	4	Acpe	R								1		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	2D	4	UMus	R								1		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	3B	4	Same	C	M	N	J		2805/2807	2805/2807	3801	0	31	
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	3D	4	Zehi	R					2879/2880	2879/2880	3836	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	3E	4	Same	R					2887/2888	2887/2888	3598	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	3G	4	Same	R					2681/2682	2681/2687	3382	0		Cold
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	4B	4	Aehi	R					2456/2259	2256/2257	2987	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	4C	4	Gero	R					2082/2831	2082/2083	2959	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	4F	4	UMus	R								1		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	4G	4	UMus	R								1		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	5B	4	Gero	R					2893/2895			0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	5D	4	Aehi	R					2818/2819	2818/2819	3574	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	5E	4	Arni	R					2669/2670	2669/2670	3377	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	5F	4	Aehi	R					2828/2829	2828/2829	3579	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	5G	4	Same	R					2928/2891	2254/2255	2986	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	6A	4	Same	R					2820/2821	2820/2821	3575	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	6A	4	Gero	R					2835/1505	1569/1505	2246	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	7B	4	Same	R					2947/2948	2947/2948	3075	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	7D	4	Croc 	R								1		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	7D	4	Same	R					2914/2876	2914/2915	3060	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	7E	4	Aehi	R					2471/2460	2471/2460	3315	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	7F	4	Aehi	R					2053/2054	2053/2054	3540	0		
22	2012	November	9-Nov-12	SOUTH	1	OPEN	S1OPEN	7G	4	Aehi	C	F	P	A		2892/2801	2892/2801	3840	0	125	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1A	1	Gero	R	M	S	A	38	B1 795/2905	B1 795/B1 729	2377	0	115	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1B	1	Aehi	C	M	N	J		2995/2902	2995/2902	3850	0	29	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1C	1	Aehi	C	M	N	J		2962/2963	2962/2963	3843	0	35	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1D	1	Gero	R	F	N	A		2988/1359	1358/1359	2773	0	115	Left tag replaced
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1F	1	Same	R	F	N	A		2578/2579	2578/2579	3340	0	74	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1G	1	Same	C	M	N	A		2934/2935	2934/2935	3842	0	57	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2A	1	Aehi	R	F	L	A		1324/1418	1462/1418	2342	0	105	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2E	1	Same	R	M	S	A		2030/2031	2030/2031	3530	0	86	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2F	1	Aehi	C	F	L	A		2968/2989	2968/2989	3846	0	115	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	3G	1	Same	R	F	N	A		2908/2909	2908/2909	3642	0		
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4A	1	Aehi	R	M	N	A		2845/2846	2845/2846	3587	0	73	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4B	1	Same	R	F	N	A		1516/1507	1516/1507	2239	0	86	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4E	1	Same	R	F	N	A		2824/2825	2824/2825	3577	0	69	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4F	1	Aehi	C	M	S	A		2972/2971	2972/2971	3848	0	105	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4G	1	Aehi	R	M	S	A		2923/2874			0	145	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5D	1	Aehi	R	F	L	A		2980/2993	2980/2981	3090	0	110	Right tag replaced
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5E	1	UMus	C	M	S	A	13				1	6.2	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5G	1	UMus	C	M	S	A	12				1	5	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6B	1	Aehi	R	M	S	A		2992/3008	2461/3008	3312	0	98	Left tag replaced
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6C	1	Same	C	M	S	A		2966/2967	2966/2967	3845	0	72	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6E	1	Aehi	R	M	S	A		2995/2998	2995/2998	3098	0	140	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6F	1	Aehi	R	M	S	A		2679/2680	2679/2680	3381	0	110	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6G	1	Aehi	C	M	S	A		2964/2965	2964/2965	3844	0	90	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7B	1	Aehi	R	M	S	A		2883/2257	2256/2257	2987	0	150	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7C	1	X											
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7D	1	Aehi	R	M	S	A		2664/2977	2976/2977	3089	0	140	Right tag replaced
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7F	1	Aehi	R	M	S	A		2810/2811	2810/2811	3570	0	130	
22	2012	November	6-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7G	1	Aehi	C	F	P	A		2969/2970	2969/2970	3847	0	120	
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1B	2	Aehi	R					1324/1418	1462/1418	2342	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1C	2	Gero	R					B1 795/2905	B1 795/B1 729	2377	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1D	2	Aehi	R	M	S	A		2991/1055	1339/1055	2735	0	120	Left tag replaced
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1E	2	Aehi	R					2968/2989	2968/2989	3846	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1G	2	Aehi	R	M	S	A		2076/2077	2076/2077	2955	0	135	
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2B	2	Croc 	C	F	L	A					1	7.8	
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2D	2	Gero	R					2988/1359	1358/1359	2773	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2E	2	Same	R					2934/2935	2934/2935	3842	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2F	2	Same	R					2908/2909	2908/2909	3642	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2G	2	Aehi	R					2995/2902	2995/2902	3850	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2G	2	Aehi	R					2995/2998	2995/2998	3098	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	3A	2	Aehi	R					2845/2846	2845/2846	3587	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4A	2	UMus	C	M	S	A	12				1	5.6	
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4B	2	Aehi	R	M	S	A		2990/2832	2990/2991	3095	0	145	Right tag replaced
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4C	2	UMus	R								1		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4G	2	Same	R					2824/2825	2824/2825	3577	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5C	2	UMus	C	M	S	A	12				1	6.1	
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5D	2	Same	R					2966/2967	2966/2967	3845	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5E	2	Aehi	R					2980/2993	2980/2981	3090	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5F	2	UMus	R								1		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5G	2	Aehi	R	F	P	A		2996/2842			0	120	Left tag replaced
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6B	2	Same	R					1516/1507	1516/1507	2239	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6D	2	Gero	R	M	S	A	39	1573/1537	1573/1537	2339	0	115	
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6F	2	UMus	C	M	S	A	13				1	7.6	
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6G	2	Aehi	R					2972/2971	2972/2971	3848	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7A	2	Same	R	F	L	A		1793/1788	1793/1788	2041	0	77	
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7B	2	Aehi	C	F	P	A		2833/2834	2833/2834	3815	0	105	
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7C	2	Aehi	R					2883/2257	2256/2257	2987	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7D	2	Aehi	R					2664/2977	2976/2977	3089	0		
22	2012	November	7-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7F	2	Aehi	R					2810/2811	2810/2811	3570	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1B	3	Gero	C	M	N	J	33	2872/2873	2872/2873	3834	0	47	
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1C	3	Gero	R					2988/1359	1358/1359	2773	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1D	3	Aehi	R					2991/1055	1339/1055	2735	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1E	3	UMus	C	M	S	A	13				1	5.6	
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1G	3	Aehi	R					2968/2989	2968/2989	3846	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2A	3	Aehi	R					1324/1418	1462/1418	2342	0		Cold
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2E	3	Same	R					2934/2935	2934/2935	3842	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2G	3	Aehi	C	M	N	A		2864/2866	2864/2866	3831	0	66	
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	3A	3	Same	R					1516/1507	1516/1507	2239	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	3F	3	Same	C	M	N	A		2869/2865	2869/2865	3832	0	55	
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4A	3	Aehi	R					2990/2832	2990/2991	3095	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4B	3	Aehi	R					2845/2846	2845/2846	3587	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4C	3	Arni	C	M	S	A		2870/2868	2870/2868	3833	0	77	
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4D	3	Gero	R					1573/1537	1573/1537	2339	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4E	3	Same	R					2866/2867	2866/2867	3590	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4F	3	Aehi	R					2972/2971	2972/2971	3848	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4G	3	Same	R					2824/2825	2824/2825	3577	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5E	3	Aehi	R					2980/2993	2980/2981	3090	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5F	3	Aehi	R					2923/2874			0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5G	3	UMus	R								1		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6B	3	Aehi	R					2992/3008	2461/3008	3312	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6C	3	Same	R	M	N	A		2869/2870	2869/2870	3591	0	72	
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6D	3	Aehi	R					2664/2977	2976/2977	3089	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6E	3	Aehi	R					2679/2680	2679/2680	3381	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6F	3	Same	R	F	N	A		2454/2455	2454/2455	3310	0	73	
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7A	3	Same	R					1793/1788	1793/1788	2041	0		Cold
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7B	3	Aehi	R	F	P	A		2843/2867	2843/2844	3586	0	135	Right tag replaced
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7C	3	Aehi	R					2883/2257	2256/2257	2987	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7F	3	Aehi	R					2810/2811	2810/2811	3570	0		
22	2012	November	8-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7G	3	Aehi	R					2995/2998	2995/2998	3098	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1B	4	Aehi	R					2995/2902	2995/2902	3850	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1C	4	Aehi	R					2991/1055	1339/1055	2735	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	1G	4	Same	R					2578/2879	2578/2579	3340	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2A	4	Aehi	R					2845/2846	2845/2846	3587	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2D	4	UMus	C								1		Dead
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2E	4	Aehi	R					2968/2989	2968/2989	3846	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2F	4	Same	R					2869/2870	2869/2870	3591	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	2G	4	Aehi	R					2996/2842			0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	3A	4	Same	R					2030/2031	2030/2031	3530	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	3A	4	Aehi	R					2962/2963	2962/2963	3843	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	3C	4	Aehi	R					2824/2825			0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	3F	4	Same	R					2908/2909	2908/2909	3642	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4A	4	Same	R					1516/1507	1516/1507	2239	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4B	4	Aehi	R					2990/2832	2990/2991	3095	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4C	4	UMus	R								1		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4D	4	Gero	R					1573/1537	1573/1537	2339	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	4G	4	Same	R					2824/2825	2824/2825	3577	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5A	4	Same	C	F	N	A		2897/2896	2897/2896	3841	0	56	
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5C	4	Arni	R					2870/2868	2870/2868	3833	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5D	4	Aehi	R					2883/2257	2256/2257	2987	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5E	4	Aehi	R					2923/2874			0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	5F	4	UMus	C	M	S	A	13				1	5.7	
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6A	4	Aehi	C										Escaped
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6D	4	Aehi	R					2664/2977	2976/2977	3089	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6E	4	Aehi	R					2980/2993	2980/2981	3090	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	6F	4	Aehi	R					2679/2680	2679/2680	3381	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7A	4	Aehi	R					2992/3008	2461/3008	3312	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7B	4	Same	R					1793/1788	1793/1788	2041	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7C	4	Arni	C	F	N	A		2814/2898	2814/2898	3806	0	74	
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7E	4	Aehi	R					2995/2998	2995/2998	3098	0		
22	2012	November	9-Nov-12	SOUTH	1	TOTAL	S1TOTAL	7F	4	Aehi	R					2969/2970	2969/2970	3847	0		
22	2012	November	10-Nov-12	SOUTH	2	OPEN	S2OPEN	1A	1	Same	C	F	N	A		2274/2300	2274/2300	3704	0	73	
22	2012	November	10-Nov-12	SOUTH	2	OPEN	S2OPEN	1B	1	Aehi	C	F	N	A		2279/2291	2279/2291	3709	0	64	
22	2012	November	10-Nov-12	SOUTH	2	OPEN	S2OPEN	1F	1	X											
22	2012	November	10-Nov-12	SOUTH	2	OPEN	S2OPEN	2B	1	UMus	C	M	S	A	12				1	5.9	
22	2012	November	10-Nov-12	SOUTH	2	OPEN	S2OPEN	2C	1	Aehi	C	F	N	A		2276/2285	2276/2285	3707	0	76	
22	2012	November	10-Nov-12	SOUTH	2	OPEN	S2OPEN	3D	1	Same	R	M	S	A		2085/2086	2085/2086	3550	0	71	
22	2012	November	10-Nov-12	SOUTH	2	OPEN	S2OPEN	3E	1	UMus	C	M	N	A	12				1	5.7	
22	2012	November	10-Nov-12	SOUTH	2	OPEN	S2OPEN	3F	1	Aehi	R	F	P	A		2687/2688	2687/2688	3385	0	105	
22	2012	November	10-Nov-12	SOUTH	2	OPEN	S2OPEN	3G	1	Aehi	R	M	S	A		2024/2774	2024/2025	2932	0	115	
22	2012	November	10-Nov-12	SOUTH	2	OPEN	S2OPEN	4C	1	UMus	C	M	S	A	12				1	5.7	
22	2012	November	10-Nov-12	SOUTH	2	OPEN	S2OPEN	4E	1	Same	C	M	S	A		2297/2280	2297/2280	3717	0	62	
22	2012	November	10-Nov-12	SOUTH	2	OPEN	S2OPEN	4F	1	Croc 	C	M	S	A					1	11	
